,Decision Tree,Linear SVM,Logistic Regression,Naive Bayes,Nearest Neighbors,RBF SVM,Random Forest,Voting
0,0.949874686716792,0.949874686716792,0.949874686716792,0.949874686716792,1.0,0.949874686716792,1.0,0.949874686716792
1,0.8496240601503761,0.8496240601503761,0.898989898989899,0.8496240601503761,0.9,0.898989898989899,0.898989898989899,0.898989898989899
2,0.7442455242966751,0.7916666666666666,0.7916666666666666,0.7916666666666666,0.8496240601503761,0.7916666666666666,0.7979797979797979,0.7442455242966751
3,0.9,0.8465473145780052,0.898989898989899,0.898989898989899,0.898989898989899,0.898989898989899,0.9,0.898989898989899
4,0.9,0.7493734335839598,0.7493734335839598,0.7493734335839598,0.8496240601503761,0.7,0.8496240601503761,0.8000000000000002
